Using report1.sqlite for SQL queries.
Running [/nfs/c3po/software/spack/opt/spack/linux-ubuntu20.04-x86_64/gcc-9.3.0/cuda-11.6.0-bs5m5wvrn6c236edh2l3yr6bajgkhz72/nsight-systems-2021.5.2/target-linux-x64/reports/nvtxsum.py report1.sqlite]... 

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)   StdDev (ns)   Style                                         Range                                       
      0.0             1473          1        1473.0        1473.0        1473        1473          0.0  PushPop  TSL:XlaPass:#name=stable-sort-expander,module=jit_convert_element_type,program_id…
      0.0             1473          1        1473.0        1473.0        1473        1473          0.0  PushPop  TSL:XlaPass:#name=topk-specializer,module=jit_sqrt,program_id=38#                 
      0.0             1473          1        1473.0        1473.0        1473        1473          0.0  PushPop  TSL:XlaPass:#name=topk-splitter,module=jit_integer_pow,program_id=21#             
      0.0             1473          1        1473.0        1473.0        1473        1473          0.0  PushPop  TSL:XlaPass:#name=triton-gemm-rewriter,module=jit_integer_pow,program_id=21#      
      0.0             1473          1        1473.0        1473.0        1473        1473          0.0  PushPop  TSL:XlaPass:#name=variadic-op-splitter,module=jit__where,program_id=29#           
      0.0             1473          1        1473.0        1473.0        1473        1473          0.0  PushPop  TSL:XlaPass:#name=while-loop-constant-sinking,module=jit_broadcast_in_dim,program…
      0.0             1472          1        1472.0        1472.0        1472        1472          0.0  PushPop  TSL:XlaPass:#name=broadcast_canonicalizer,module=jit_sqrt,program_id=32#          
      0.0             1472          1        1472.0        1472.0        1472        1472          0.0  PushPop  TSL:XlaPass:#name=host-memory-transfer-asyncifier,module=jit_broadcast_in_dim,pro…
      0.0             1472          1        1472.0        1472.0        1472        1472          0.0  PushPop  TSL:XlaPass:#name=reduction-layout-normalizer,module=jit_add,program_id=37#       
      0.0             1472          1        1472.0        1472.0        1472        1472          0.0  PushPop  TSL:XlaPass:#name=rng-bit-generator-expander,module=jit_add,program_id=20#        
      0.0             1472          1        1472.0        1472.0        1472        1472          0.0  PushPop  TSL:XlaPass:#name=triangular-solve-rewriter,module=jit_less,program_id=27#        
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaCompileCudnnFusion:#module=jit_broadcast_in_dim,program_id=10#             
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=all-reduce-promotion,module=jit__threefry_seed,program_id=1#    
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=all-reduce-promotion,module=jit_true_divide,program_id=33#      
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=async-collective-creator,module=jit_true_divide,program_id=36#  
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=collective-permute-decomposer,module=jit_convert_element_type,p…
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=collectives-schedule-linearizer,module=jit_convert_element_type…
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=comparison-expander,module=jit_sqrt,program_id=38#              
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=cudnn_pad_for_convolutions,module=jit__where,program_id=29#     
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=cudnn_vectorize_convolutions,module=jit_true_divide,program_id=…
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=dot_sparsity_rewriter,module=jit_broadcast_in_dim,program_id=10#
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=dot_sparsity_rewriter,module=jit_integer_pow,program_id=24#     
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=dynamic-index-splitter,module=jit_add,program_id=28#            
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=gather_expander,module=jit_broadcast_in_dim,program_id=10#      
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=gpu-conv-algorithm-picker,module=jit_tree_bias_correction,progr…
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=gpu-conv-padding-legalization,module=jit_broadcast_in_dim,progr…
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=gpu-conv-rewriter,module=jit_add,program_id=37#                 
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=gpu-conv-rewriter,module=jit_convert_element_type,program_id=0# 
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=gpusolver-rewriter,module=jit_integer_pow,program_id=26#        
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=host-memory-transfer-asyncifier,module=jit_integer_pow,program_…
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=operand_converter,module=jit_add,program_id=17#                 
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=operand_converter,module=jit_add,program_id=28#                 
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=reduce-decomposer,module=jit_convert_element_type,program_id=7# 
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=reduce-scatter-creator,module=jit_broadcast_in_dim,program_id=9#
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=reduce-scatter-creator,module=jit_convert_element_type,program_…
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=reduction-dimension-grouper,module=jit__where,program_id=29#    
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=scatter-slice-simplifier,module=jit_convert_element_type,progra…
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=triangular-solve-rewriter,module=jit_add,program_id=31#         
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=triangular-solve-rewriter,module=jit_integer_pow,program_id=21# 
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=triton-gemm-rewriter,module=jit_integer_pow,program_id=25#      
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPass:#name=variadic-op-splitter,module=jit_add,program_id=28#              
      0.0             1463          1        1463.0        1463.0        1463        1463          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-verification-pipeline optimization,module=j…
      0.0             1462          1        1462.0        1462.0        1462        1462          0.0  PushPop  TSL:XlaPass:#name=all-reduce-promotion,module=jit_convert_element_type,program_id…
      0.0             1462          1        1462.0        1462.0        1462        1462          0.0  PushPop  TSL:XlaPass:#name=gpu-conv-padding-legalization,module=jit_add,program_id=17#     
      0.0             1462          1        1462.0        1462.0        1462        1462          0.0  PushPop  TSL:XlaPass:#name=gpusolver-rewriter,module=jit_broadcast_in_dim,program_id=9#    
      0.0             1462          1        1462.0        1462.0        1462        1462          0.0  PushPop  TSL:XlaPass:#name=rename_fusions,module=jit_sqrt,program_id=32#                   
      0.0             1462          1        1462.0        1462.0        1462        1462          0.0  PushPop  TSL:XlaPass:#name=rng-bit-generator-expander,module=jit_convert_element_type,prog…
      0.0             1462          1        1462.0        1462.0        1462        1462          0.0  PushPop  TSL:XlaPass:#name=scatter_expander,module=jit_convert_element_type,program_id=43# 
      0.0             1462          1        1462.0        1462.0        1462        1462          0.0  PushPop  TSL:XlaPass:#name=simplify-sorts,module=jit_add,program_id=28#                    
      0.0             1462          1        1462.0        1462.0        1462        1462          0.0  PushPop  TSL:XlaPass:#name=triton-gemm-rewriter,module=jit_integer_pow,program_id=18#      
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=address-computation-fusion-rewriter,module=jit__mean,program_id…
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=bitcast_dtypes_expander,module=jit_convert_element_type,program…
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=collectives-schedule-linearizer,module=jit_sqrt,program_id=35#  
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=cudnn_pad_for_convolutions,module=jit_integer_pow,program_id=24#
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=cudnn_vectorize_convolutions,module=jit_integer_pow,program_id=…
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=dot-merger,module=jit_integer_pow,program_id=18#                
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=dot_sparsity_rewriter,module=jit_true_divide,program_id=39#     
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=gpu-async-collective-annotator,module=jit_add,program_id=20#    
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=gpu_scatter_expander,module=jit_convert_element_type,program_id…
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=host-memory-transfer-asyncifier,module=jit_broadcast_in_dim,pro…
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=host-memory-transfer-asyncifier,module=jit_convert_element_type…
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=reduce-scatter-creator,module=jit_add,program_id=37#            
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=reduction-layout-normalizer,module=jit_sqrt,program_id=35#      
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=result_caster,module=jit_integer_pow,program_id=18#             
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=simplify-sorts,module=jit__unstack,program_id=3#                
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=simplify-sorts,module=jit_add,program_id=37#                    
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=stochastic_convert_decomposer,module=jit__where,program_id=29#  
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=stochastic_convert_decomposer,module=jit_convert_element_type,p…
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=while-loop-trip-count-annotator,module=jit_add,program_id=23#   
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=while-loop-trip-count-annotator,module=jit_convert_element_type…
      0.0             1453          1        1453.0        1453.0        1453        1453          0.0  PushPop  TSL:XlaPass:#name=while-loop-trip-count-annotator,module=jit_tree_bias_correction…
      0.0             1452          1        1452.0        1452.0        1452        1452          0.0  PushPop  TSL:XlaPass:#name=all-reduce-promotion,module=jit_add,program_id=23#              
      0.0             1452          1        1452.0        1452.0        1452        1452          0.0  PushPop  TSL:XlaPass:#name=comparison-expander,module=jit_add,program_id=37#               
      0.0             1452          1        1452.0        1452.0        1452        1452          0.0  PushPop  TSL:XlaPass:#name=dot-merger,module=jit_convert_element_type,program_id=40#       
      0.0             1452          1        1452.0        1452.0        1452        1452          0.0  PushPop  TSL:XlaPass:#name=dynamic-index-splitter,module=jit_less,program_id=27#           
      0.0             1452          1        1452.0        1452.0        1452        1452          0.0  PushPop  TSL:XlaPass:#name=gpu-sort-rewriter,module=jit_convert_element_type,program_id=13#
      0.0             1452          1        1452.0        1452.0        1452        1452          0.0  PushPop  TSL:XlaPass:#name=scatter_simplifier,module=jit_add,program_id=17#                
      0.0             1452          1        1452.0        1452.0        1452        1452          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-verification-pipeline optimization,module=j…
      0.0             1443          1        1443.0        1443.0        1443        1443          0.0  PushPop  TSL:XlaPass:#name=address-computation-fusion-rewriter,module=jit_convert_element_…
      0.0             1443          1        1443.0        1443.0        1443        1443          0.0  PushPop  TSL:XlaPass:#name=all-gather-optimizer,module=jit_integer_pow,program_id=26#      
      0.0             1443          1        1443.0        1443.0        1443        1443          0.0  PushPop  TSL:XlaPass:#name=comparison-expander,module=jit_add,program_id=31#               
      0.0             1443          1        1443.0        1443.0        1443        1443          0.0  PushPop  TSL:XlaPass:#name=cudnn_pad_for_convolutions,module=jit_sqrt,program_id=35#       
      0.0             1443          1        1443.0        1443.0        1443        1443          0.0  PushPop  TSL:XlaPass:#name=dot-merger,module=jit_integer_pow,program_id=26#                
      0.0             1443          1        1443.0        1443.0        1443        1443          0.0  PushPop  TSL:XlaPass:#name=dot_dimension_merger,module=jit_integer_pow,program_id=18#      
      0.0             1443          1        1443.0        1443.0        1443        1443          0.0  PushPop  TSL:XlaPass:#name=dot_sparsity_rewriter,module=jit_add,program_id=37#             
      0.0             1443          1        1443.0        1443.0        1443        1443          0.0  PushPop  TSL:XlaPass:#name=gpu-async-collective-annotator,module=jit_convert_element_type,…
      0.0             1443          1        1443.0        1443.0        1443        1443          0.0  PushPop  TSL:XlaPass:#name=gpu_scatter_expander,module=jit__unstack,program_id=3#          
      0.0             1443          1        1443.0        1443.0        1443        1443          0.0  PushPop  TSL:XlaPass:#name=host-memory-transfer-asyncifier,module=jit__where,program_id=29#
      0.0             1443          1        1443.0        1443.0        1443        1443          0.0  PushPop  TSL:XlaPass:#name=logistic-expander,module=jit__unstack,program_id=3#             
      0.0             1443          1        1443.0        1443.0        1443        1443          0.0  PushPop  TSL:XlaPass:#name=loop-schedule-linearizer,module=jit_integer_pow,program_id=21#  
      0.0             1443          1        1443.0        1443.0        1443        1443          0.0  PushPop  TSL:XlaPass:#name=reduce-scatter-creator,module=jit_add,program_id=23#            
      0.0             1443          1        1443.0        1443.0        1443        1443          0.0  PushPop  TSL:XlaPass:#name=reduce-scatter-creator,module=jit_convert_element_type,program_…
      0.0             1443          1        1443.0        1443.0        1443        1443          0.0  PushPop  TSL:XlaPass:#name=reduction-layout-normalizer,module=jit_convert_element_type,pro…
      0.0             1443          1        1443.0        1443.0        1443        1443          0.0  PushPop  TSL:XlaPass:#name=scatter_simplifier,module=jit__where,program_id=29#             
      0.0             1443          1        1443.0        1443.0        1443        1443          0.0  PushPop  TSL:XlaPass:#name=topk-splitter,module=jit_broadcast_in_dim,program_id=8#         
      0.0             1443          1        1443.0        1443.0        1443        1443          0.0  PushPop  TSL:XlaPass:#name=topk-splitter,module=jit_convert_element_type,program_id=7#     
      0.0             1443          1        1443.0        1443.0        1443        1443          0.0  PushPop  TSL:XlaPass:#name=triangular-solve-rewriter,module=jit__threefry_seed,program_id=…
      0.0             1442          1        1442.0        1442.0        1442        1442          0.0  PushPop  TSL:XlaPass:#name=cudnn_vectorize_convolutions,module=jit_convert_element_type,pr…
      0.0             1442          1        1442.0        1442.0        1442        1442          0.0  PushPop  TSL:XlaPass:#name=eigh_expander,module=jit_integer_pow,program_id=18#             
      0.0             1442          1        1442.0        1442.0        1442        1442          0.0  PushPop  TSL:XlaPass:#name=gpu_scatter_expander,module=jit_add,program_id=28#              
      0.0             1442          1        1442.0        1442.0        1442        1442          0.0  PushPop  TSL:XlaPass:#name=host-memory-transfer-asyncifier,module=jit_convert_element_type…
      0.0             1442          1        1442.0        1442.0        1442        1442          0.0  PushPop  TSL:XlaPass:#name=loop-schedule-linearizer,module=jit_convert_element_type,progra…
      0.0             1442          1        1442.0        1442.0        1442        1442          0.0  PushPop  TSL:XlaPass:#name=real_imag_expander,module=jit_convert_element_type,program_id=1…
      0.0             1442          1        1442.0        1442.0        1442        1442          0.0  PushPop  TSL:XlaPass:#name=stochastic_convert_decomposer,module=jit_convert_element_type,p…
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=all-reduce-promotion,module=jit_convert_element_type,program_id…
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=async-collective-creator,module=jit_sqrt,program_id=35#         
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=bitcast_dtypes_expander,module=jit_broadcast_in_dim,program_id=…
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=convolution_4d_expander,module=jit_convert_element_type,program…
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=cse_barrier_expander,module=jit_convert_element_type,program_id…
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=dot-merger,module=jit_convert_element_type,program_id=7#        
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=dot-merger,module=jit_integer_pow,program_id=21#                
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=dot_dimension_merger,module=jit_broadcast_in_dim,program_id=9#  
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=dot_dimension_merger,module=jit_integer_pow,program_id=25#      
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=eigh_expander,module=jit_convert_element_type,program_id=11#    
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=gather_expander,module=jit__threefry_seed,program_id=1#         
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=gather_expander,module=jit_integer_pow,program_id=15#           
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=gather_simplifier,module=jit_add,program_id=28#                 
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=gemm-algorithm-picker,module=jit_add,program_id=31#             
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=gemm-algorithm-picker,module=jit_convert_element_type,program_i…
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=gpu-async-collective-annotator,module=jit_less,program_id=27#   
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=logistic-expander,module=jit_add,program_id=31#                 
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=operand_converter,module=jit__unstack,program_id=3#             
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=operand_converter,module=jit_add,program_id=23#                 
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=qr_expander,module=jit_convert_element_type,program_id=11#      
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=qr_expander,module=jit_sqrt,program_id=32#                      
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=reduce-scatter-creator,module=jit_sqrt,program_id=35#           
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=reduction-layout-normalizer,module=jit_integer_pow,program_id=2…
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=rng-expander,module=jit_true_divide,program_id=36#              
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=slice-sinker,module=jit_sqrt,program_id=35#                     
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=triton-gemm-rewriter,module=jit_add,program_id=28#              
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=while-loop-constant-sinking,module=jit_convert_element_type,pro…
      0.0             1433          1        1433.0        1433.0        1433        1433          0.0  PushPop  TSL:XlaPass:#name=while-loop-trip-count-annotator,module=jit__unstack,program_id=…
      0.0             1432          1        1432.0        1432.0        1432        1432          0.0  PushPop  TSL:XlaPass:#name=async-collective-creator,module=jit_add,program_id=20#          
      0.0             1432          1        1432.0        1432.0        1432        1432          0.0  PushPop  TSL:XlaPass:#name=cudnn_vectorize_convolutions,module=jit_integer_pow,program_id=…
      0.0             1432          1        1432.0        1432.0        1432        1432          0.0  PushPop  TSL:XlaPass:#name=gpu-conv-algorithm-picker,module=jit_integer_pow,program_id=24# 
      0.0             1432          1        1432.0        1432.0        1432        1432          0.0  PushPop  TSL:XlaPass:#name=gpu-conv-rewriter,module=jit_integer_pow,program_id=21#         
      0.0             1432          1        1432.0        1432.0        1432        1432          0.0  PushPop  TSL:XlaPass:#name=gpusolver-rewriter,module=jit__threefry_seed,program_id=1#      
      0.0             1432          1        1432.0        1432.0        1432        1432          0.0  PushPop  TSL:XlaPass:#name=operand_converter,module=jit_convert_element_type,program_id=13#
      0.0             1432          1        1432.0        1432.0        1432        1432          0.0  PushPop  TSL:XlaPass:#name=operand_converter,module=jit_less,program_id=27#                
      0.0             1432          1        1432.0        1432.0        1432        1432          0.0  PushPop  TSL:XlaPass:#name=reduce-scatter-creator,module=jit_add,program_id=28#            
      0.0             1432          1        1432.0        1432.0        1432        1432          0.0  PushPop  TSL:XlaPass:#name=reduce-scatter-reassociate,module=jit_convert_element_type,prog…
      0.0             1432          1        1432.0        1432.0        1432        1432          0.0  PushPop  TSL:XlaPass:#name=reduction-dimension-grouper,module=jit_true_divide,program_id=3…
      0.0             1432          1        1432.0        1432.0        1432        1432          0.0  PushPop  TSL:XlaPass:#name=result_caster,module=jit_add,program_id=28#                     
      0.0             1432          1        1432.0        1432.0        1432        1432          0.0  PushPop  TSL:XlaPass:#name=topk-specializer,module=jit_convert_element_type,program_id=0#  
      0.0             1423          1        1423.0        1423.0        1423        1423          0.0  PushPop  TSL:XlaPass:#name=bitcast_dtypes_expander,module=jit_integer_pow,program_id=26#   
      0.0             1423          1        1423.0        1423.0        1423        1423          0.0  PushPop  TSL:XlaPass:#name=comparison-expander,module=jit_add,program_id=20#               
      0.0             1423          1        1423.0        1423.0        1423        1423          0.0  PushPop  TSL:XlaPass:#name=comparison-expander,module=jit_integer_pow,program_id=21#       
      0.0             1423          1        1423.0        1423.0        1423        1423          0.0  PushPop  TSL:XlaPass:#name=dot-merger,module=jit__unstack,program_id=3#                    
      0.0             1423          1        1423.0        1423.0        1423        1423          0.0  PushPop  TSL:XlaPass:#name=dot_dimension_merger,module=jit_integer_pow,program_id=24#      
      0.0             1423          1        1423.0        1423.0        1423        1423          0.0  PushPop  TSL:XlaPass:#name=eigh_expander,module=jit_broadcast_in_dim,program_id=10#        
      0.0             1423          1        1423.0        1423.0        1423        1423          0.0  PushPop  TSL:XlaPass:#name=eigh_expander,module=jit_integer_pow,program_id=21#             
      0.0             1423          1        1423.0        1423.0        1423        1423          0.0  PushPop  TSL:XlaPass:#name=gather_expander,module=jit_integer_pow,program_id=26#           
      0.0             1423          1        1423.0        1423.0        1423        1423          0.0  PushPop  TSL:XlaPass:#name=gpu-conv-rewriter,module=jit_add,program_id=23#                 
      0.0             1423          1        1423.0        1423.0        1423        1423          0.0  PushPop  TSL:XlaPass:#name=loop-schedule-linearizer,module=jit_broadcast_in_dim,program_id…
      0.0             1423          1        1423.0        1423.0        1423        1423          0.0  PushPop  TSL:XlaPass:#name=loop-schedule-linearizer,module=jit_less,program_id=27#         
      0.0             1423          1        1423.0        1423.0        1423        1423          0.0  PushPop  TSL:XlaPass:#name=real_imag_expander,module=jit_integer_pow,program_id=18#        
      0.0             1423          1        1423.0        1423.0        1423        1423          0.0  PushPop  TSL:XlaPass:#name=reduce-scatter-creator,module=jit_integer_pow,program_id=15#    
      0.0             1423          1        1423.0        1423.0        1423        1423          0.0  PushPop  TSL:XlaPass:#name=rng-bit-generator-expander,module=jit_add,program_id=37#        
      0.0             1423          1        1423.0        1423.0        1423        1423          0.0  PushPop  TSL:XlaPass:#name=scatter_expander,module=jit_integer_pow,program_id=21#          
      0.0             1423          1        1423.0        1423.0        1423        1423          0.0  PushPop  TSL:XlaPass:#name=triangular-solve-rewriter,module=jit_true_divide,program_id=39# 
      0.0             1423          1        1423.0        1423.0        1423        1423          0.0  PushPop  TSL:XlaPass:#name=variadic-op-splitter,module=jit_add,program_id=23#              
      0.0             1423          1        1423.0        1423.0        1423        1423          0.0  PushPop  TSL:XlaPass:#name=variadic-op-splitter,module=jit_true_divide,program_id=39#      
      0.0             1423          1        1423.0        1423.0        1423        1423          0.0  PushPop  TSL:XlaPass:#name=while-loop-trip-count-annotator,module=jit_sqrt,program_id=38#  
      0.0             1422          1        1422.0        1422.0        1422        1422          0.0  PushPop  TSL:XlaPass:#name=cse_barrier_expander,module=jit_add,program_id=17#              
      0.0             1422          1        1422.0        1422.0        1422        1422          0.0  PushPop  TSL:XlaPass:#name=cudnn-workspace-rewriter,module=jit_convert_element_type,progra…
      0.0             1422          1        1422.0        1422.0        1422        1422          0.0  PushPop  TSL:XlaPass:#name=eigh_expander,module=jit_add,program_id=23#                     
      0.0             1422          1        1422.0        1422.0        1422        1422          0.0  PushPop  TSL:XlaPass:#name=eigh_expander,module=jit_broadcast_in_dim,program_id=8#         
      0.0             1422          1        1422.0        1422.0        1422        1422          0.0  PushPop  TSL:XlaPass:#name=gpu-conv-algorithm-picker,module=jit_integer_pow,program_id=26# 
      0.0             1422          1        1422.0        1422.0        1422        1422          0.0  PushPop  TSL:XlaPass:#name=gpu_scatter_expander,module=jit_convert_element_type,program_id…
      0.0             1422          1        1422.0        1422.0        1422        1422          0.0  PushPop  TSL:XlaPass:#name=gpusolver-rewriter,module=jit_add,program_id=37#                
      0.0             1422          1        1422.0        1422.0        1422        1422          0.0  PushPop  TSL:XlaPass:#name=qr_expander,module=jit_multiply,program_id=16#                  
      0.0             1422          1        1422.0        1422.0        1422        1422          0.0  PushPop  TSL:XlaPass:#name=result_caster,module=jit__threefry_seed,program_id=1#           
      0.0             1413          1        1413.0        1413.0        1413        1413          0.0  PushPop  TSL:XlaPass:#name=async-collective-creator,module=jit_convert_element_type,progra…
      0.0             1413          1        1413.0        1413.0        1413        1413          0.0  PushPop  TSL:XlaPass:#name=bitcast_dtypes_expander,module=jit_convert_element_type,program…
      0.0             1413          1        1413.0        1413.0        1413        1413          0.0  PushPop  TSL:XlaPass:#name=comparison-expander,module=jit_convert_element_type,program_id=…
      0.0             1413          1        1413.0        1413.0        1413        1413          0.0  PushPop  TSL:XlaPass:#name=convolution_4d_expander,module=jit_integer_pow,program_id=25#   
      0.0             1413          1        1413.0        1413.0        1413        1413          0.0  PushPop  TSL:XlaPass:#name=copy_fusion,module=jit_add,program_id=28#                       
      0.0             1413          1        1413.0        1413.0        1413        1413          0.0  PushPop  TSL:XlaPass:#name=copy_fusion,module=jit_convert_element_type,program_id=40#      
      0.0             1413          1        1413.0        1413.0        1413        1413          0.0  PushPop  TSL:XlaPass:#name=eigh_expander,module=jit_sqrt,program_id=32#                    
      0.0             1413          1        1413.0        1413.0        1413        1413          0.0  PushPop  TSL:XlaPass:#name=gemm-algorithm-picker,module=jit_convert_element_type,program_i…
      0.0             1413          1        1413.0        1413.0        1413        1413          0.0  PushPop  TSL:XlaPass:#name=gpusolver-rewriter,module=jit_true_divide,program_id=33#        
      0.0             1413          1        1413.0        1413.0        1413        1413          0.0  PushPop  TSL:XlaPass:#name=logistic-expander,module=jit_true_divide,program_id=36#         
